unique_id,url,date,headline,body
f633fa8a-3c15-4e93-a86e-392c39bcdb4e,https://www.bbc.com/news/articles/cjrgwzz2gpgo,2026-07-13,Farmers urged to make checks after field fires,"Firefighters are urging farmers to keep machinery free of crop debris to avoid field fires after being called out to four blazes in one day. Dorset & Wiltshire Fire and Rescue said with farmers working long, hard hours in the hot, dry weather, dust and chaff could easily build up in combines and balers and may catch fire if machinery overheats. The fire service said sparks caused by flints striking machinery could also lead to field fires. It encouraged farmers to follow its safety checklist , including cleaning farm machinery often, carrying a mobile phone, knowing their exact location and best access route for emergency services, and keeping a fire extinguishers on all vehicles. Group manager Matthew Skyme said: ""On just one day this week, we attended four significant field fires across Dorset and Wiltshire. ""It's easy to let chaff and dust build up in the machines, which can then catch fire if any parts then overheat. ""The problem can be compounded when machinery is worked extra hard during hot weather, or when crops are harvested and stored in less than ideal conditions."" An Amber wildfire alert remains in place across the Dorset & Wiltshire Fire and Rescue Service area."
91b09ce5-6a44-41a4-8227-0c01090b2266,https://www.bbc.com/news/articles/c4gy1wgdnr5o,2026-07-13,Man charged with spreading terrorist material online,"A 30-year-old man has been charged with sharing terrorist material online. Greater Manchester Police said Kristopher Humphreys, from Ambleside in Cumbria, has been charged with the dissemination of terrorist material. He will appear at Westminster Magistrates Court later today. The force said the charge was related to an ongoing investigation carried out by Counter Terrorism Policing North West. Follow BBC Cumbria on X , Facebook , Nextdoor and Instagram ."
80d9d662-6c8a-45b0-8505-120893a78010,https://www.bbc.com/news/articles/cn59v6eyw19o,2026-07-13,Grandad marks 80th by umpiring cricket match,"A man has celebrated his 80th birthday by umpiring a cricket match - with all the players on one team related to him. The family of Ross Coad, who lives in Zeals, near Mere in Wiltshire, gathered from all corners of the country at the Fonthill Park Cricket Club to mark the special occasion. Players between the ages of 15 to 51 took part, with Coad acting as umpire. Grandpa's People battled hard and scored 103 runs, but lost to the Fonthill Family, who put 188 runs on the board to win. ""It was a tremendous day,"" said Coad, who previously lived in Somerset, where he played with a club called the Keinton Casuals. ""Life is a party, that is the essence of our family."" Coad, who used to work at a factory in Glastonbury which produced mini-skirts, added: ""There was much amusement at the various abilities of each cousin or brother taking part. ""As a family, we do like to have a gathering of the clan whenever we can. We've been talking about this for the last year and my kids grew up witnessing my love of cricket - so this seemed appropriate."" Each player from the Coad family was gifted a cap which had ""Grandpa's people"" on one side and ""80"" on the other. The match began at 18:00BST when most of the ground was in shade, much to the appreciation of the cricketers. Dexter Coad, 20, travelled from Yorkshire to take part in his grandfather's birthday celebrations. He said: ""Everyone turned up from far and wide, I had a seven-hour journey down. ""Fonthill batted first and had a good score of 188, I think grandpa gave them some generous decisions. ""He umpired the entire game and it was great. We made sure to have time for some celebratory beers once it was over as well."" Follow BBC Wiltshire on Facebook , X and Instagram . Send your story ideas to us on email or via WhatsApp on 0800 313 4630 ."
e544e3ef-40a5-4cb1-975b-61f79e5c02eb,https://www.bbc.com/news/articles/c1ky12zezr9o,2026-07-13,How smaller music festivals keep the show on the road,"Music festivals have been under threat for years, with dozens calling it a day and many others seemingly just about hanging on for dear life. The trend shows no sign of ending. Red Rooster, which was held for more than 10 years near the Norfolk/Suffolk border, called in the liquidators earlier this year. Kernowfornia Festival, which was due to take place in Cornwall in September, has been cancelled after just a year, blaming ""recent financial developments"". Kernowfornia was the successor to Making Waves, which itself pulled the plug back in 2018 because of debts. But the picture is not just doom and gloom. Among the bad news are success stories, with some independent festivals thriving. Nene Valley Rock Festival will be held at Grimsthorpe Castle, near Bourne, Lincolnshire, in September, with FM and Focus two of the headliners. ""We limit our tickets to 1,000 a day,"" says director Tony Castle. ""We've all seen pictures of Glastonbury where most of the crowd might as well have stayed at home and watched it on TV because they are only watching it on a big screen. Limiting our tickets is a bit of a risk because of finances, but we want to provide a boutique, intimate experience. ""Our success is based on providing our customers with what they actually want as opposed to being a large organisation that is in it for money. We are non-profit making and none of us draws a penny. That allows us to plough every penny we get back into the festival itself."" Things such as providing decent loos with an on-site cleaning team have proven popular, Castle says, as have the free shower facilities. Meanwhile, feedback from the first years prompted the organisers to introduce glamping tents, including some that come with real beds. It has all helped create ""a hardcore of supporters"" who will buy tickets before the first bands are announced. ""We have their trust that we'll put on enough bands that they want to see,"" says Castle, who adds that a cut in VAT for independent festivals would help. Another festival that is relatively new on the scene is Maid of Stone in Kent, which takes place next weekend for the fourth time. The 5,000-capacity jamboree in Maidstone – which this year will feature the likes of Saxon and Uriah Heep – is on the site of the former Ramblin' Man Fair, which went bust and never restarted after lockdown. Ramblin' Man had a bigger capacity and attracted bigger acts – Whitesnake and ZZ Top were among its headliners – but it was always going to be tricky keeping it alive without the tens or even hundreds of thousands of attendees that the likes of Glastonbury, Reading and Download pull in. ""Festivals are struggling, there's no denying it,"" says Maid of Stone's Chris Wright. ""The UK alone has lost over 100 since 2024, and I expect the impending recession and fuel shortage issues will add to that this summer."" Wright adds: ""Standing as an independent is hard in any industry, but when you're in a niche industry a few companies have way too much say and control, and it's difficult to navigate around that."" It means ""smart business decisions"" are crucial. ""As a company, we have had 10 years of creating small community type events and reinvesting any money made back into the company,"" he says. ""This has allowed us to purchase and own a fair amount of equipment and infrastructure. This helps massively, as the cost of that equipment has doubled in recent years, and it gives us an advantage over someone, say, who is starting out on a year-one show."" John Rostron, chief executive of the Association of Independent Festivals, says there have been 30 cancellations or postponements so far this year but about the same number of events have started up. ""The good news is that many independent festivals are thriving, having had their strongest sales in a long time (for some, ever),"" he says. ""There has been a record number of sell-outs and [festivals] selling out early, driven by factors such as how more easily affordable it is to buy a festival ticket with a payment plan. ""But the emerging narrative this year is how tough it is for those independent festivals financially. Margins remain tight, and the biggest challenge is cashflow – so even sold-out festivals are struggling to find the money to get their gates open."" Artists and their management don't always help, Rostron says. ""Topline talent is charging up to double what they were in previous years, and agents are trying to push for payments earlier without good reason. ""More established festivals are able to hold their ground and are able to split payments… but some agents are pushing independents, particularly newer events, for 100% upfront fees, which is crippling promoters who buckle to those unnecessary demands."" A bit of help from the taxman would also help, he says. ""The external intervention we need is from government in the shape of grassroots music festival tax relief. Festivals eat and drink risk, but tax relief mitigates some of that risk."" Karen Johnson is the spokeswoman for Rock N Roll Circus, which will be held in Norwich and Sheffield next month with James, The Streets and Richard Ashcroft among the bill-toppers. She says there has been ""a creeping dominance"" of the larger festival promoters, and the increase in large arena shows for big-name artists has also taken up a greater share of people's spending power. So what can independent festivals do to help keep the show on the road? Rock N Roll Circus, as its name suggests, mixes the traditional elements of a music festival with the thrills of high-wire and fire displays. Johnson says: ""Offering value for money seems to be a thing this year, providing choices – day festivals in parks, for example, where the costs of travel and camping are less and where audiences can cherry-pick the artists/genres they like best but still have a festival-style experience."" None of this is to lay the blame at those festivals that have had to call it a day. It is a tough environment, and when a venture fails the biggest losers are often the people behind it, who sometimes lose millions of pounds. It no doubt keeps the brains behind many of these events awake at night as they work tirelessly to thrive – or, as Nene Valley's Castle says, to ""just survive""."
fe2f8615-f41d-4488-a793-3adfafcfc2d4,https://www.bbc.com/news/articles/c0ky6v64ny1o,2026-07-13,Antiques Roadshow expert Theo Burrell dies aged 39,"Antiques Roadshow expert Theo Burrell has died aged 39, four years after she was diagnosed with brain cancer. Burrell was diagnosed in June 2022 with a glioblastoma, a highly aggressive brain tumour, which typically carries a life expectancy of 12-18 months. The ceramics and glass expert, with Lyon & Turnbull auctioneers in Edinburgh, joined the BBC programme in 2018 as one of the specialists who appraises objects brought in by members of the public. A statement on Burrell's Instagram said she died peacefully on Wednesday surrounded by her family. It said: ""She was an incredible person who fought hard for her family, friends and raising awareness of this cruel disease. ""She saw life events like her son's first day at school and her wedding that a little over four years ago we thought she'd never see. ""The cancer community provided so much comfort and strength to her in her darkest moments. But most of all it provided hope and I think what she would want most of all is for other people to find hope in her story."" The TV star from East Lothian was diagnosed with the disease at the age of 35 after several months of worsening symptoms. She later underwent treatments including life-extending surgery, radiotherapy and chemotherapy. Following her diagnosis, Burrell told BBC Scotland News how she started feeling ill at the end of 2021. ""I had five or six months of increasingly worsening symptoms - headaches, sickness, problems with my vision, very, very pressurised pains in my head, migraines - the list went on. ""And it wasn't until I went to A&E at the Royal Infirmary in Edinburgh that I was given the diagnosis. I had absolutely no idea it was coming, it was a huge shock."" Burrell has previously spoken about experiencing ""dark thoughts"" and her fears that she ""wouldn't see my son's second birthday"". ""But I'm lucky enough to say I did! And no-one can take that away from me,"" she wrote in a recent Instagram post. Burrell married her husband Alex earlier this year, saying in a post on social media that it ""feels so nice"" to marry after many years together. Glioblastoma is incurable and there has been no advance in treatments for two decades. Around 3,200 people a year are diagnosed with it in the UK, of whom around 160 will live for five years or more. Burrell became a vocal advocate in the fight against the disease, with campaign work focused on government funding, better diagnostic times, and the advancement of clinical trials. In 2023, she became a patron of Brain Tumour Research - a charity dedicated to curing the disease. Its chief executive Dan Knowles said: ""We are heartbroken that we have lost the phenomenal, determined and truly inspiring Theo Burrell to this devastating disease. ""She was always very open about her prognosis and knew from the outset her cancer was terminal but she was absolutely determined to make a difference for others. ""She constantly inspired us with how big her heart was and we will continue on our mission, driven by everything she taught us."""
d0fc8a4a-df60-4cc5-8448-a6f76897425d,https://www.bbc.com/news/articles/cqx138ppvd4o,2026-07-13,'It takes one barbecue to start a massive moor fire',"There are calls to ban the sale of disposable barbecues in the wake of devastating moor fires in West and North Yorkshire. In 2019, a fire in Marsden burned for days with the eventual cause put down to an abandoned barbecue. Meanwhile David Skaith, Mayor of York and North Yorkshire, is leading a campaign to have them removed from shelves after his region suffered its worst-ever moor fire last summer. Marsden residents and business owners have shared their thoughts on the implications of a barbecue ban. Sadie Cooper runs Cooper's Corner Cafe on Peel Street. The 36-year-old says recent fires - there was a spate in April - meant the town was often cloaked in smoke. ""I feel like it's a really good idea, when we're in a place that's covered in loads of moorland."" Cooper says: ""It just takes one of them (portable barbecue), well I've seen it in the past... it can set a massive moor fire off that goes for days. ""So I'm in favour of it."" She says the fires do not affect her business directly but the smoke makes it difficult for people with health conditions. Her grandmother Pauline Cooper, 76, has lived in Marsden since she was six years old. ""I'm in agreement with it because of the fires that we're having nowadays and wildlife being killed,"" she says. ""There are so many fires, it's not just in one place. It's a few places at once. ""In the early years when I first moved here, there was just safe burning off. It was regulated and it was alright."" Ann-Marie Williams, 48, lives near Castle Hill close to Huddersfield town centre. She witnessed a grass fire last year which devastated a rabbit population living on banking near the well-known landmark. The assembly line worker says people who live in towns and cities might not respect the countryside as they should. ""It's hard to enforce on the moors, it's a vast area. People park where they want and walk where they want,"" she says. ""It's a hard thing to police unless a ban comes into force or it's limited in certain areas maybe."" Dave MacDougall is an IT consultant who lives in nearby Meltham which has also suffered its fair share of moor fires. The 50-year-old says: ""Rather than people just being able to go anywhere they like on the moors, I think what they should do is go to a controlled environment which has got a cornered-off area. ""So that means the fires or the barbecues can't spread into the moorland and ruin the beautiful place that we live in."" The Co-op has stores in both Marsden and Meltham as well as nearby Slaithwaite which has also had moor fires. A spokesperson said: ""We do not sell disposable barbecues in our stores situated in and within a one-mile radius of National Parks, which includes our Marsden and Meltham stores."" The spokesperson said it was the first supermarket in the UK to take this approach. In the absence of any ban, National Trust countryside manager for West Yorkshire Rosie Holdsworth says the public should stick to some basic rules to protect the countryside. This includes not using any naked flame on the moors or any type of barbecue. She says: ""If you do see something that isn't right, if you see smoke, if you see someone else having a barbecue, call it in to 999. ""The fire service would far rather come and put out a lit barbecue than put out a 300-hectare fire."" Listen to highlights from West Yorkshire on BBC Sounds , catch up with the latest episode of Look North ."
6d58b375-4f1b-40ec-ba58-da082c98ee7d,https://www.bbc.com/news/articles/c78ypyq5074o,2026-07-13,Fire next to railway tracks causes cancellations,"A fire next to a railway track is causing cancellations and delays to rail services. All lines running through Winsford station in Cheshire have been closed due to a  blaze and major disruption is expected for the rest of the day, National Rail said. Affected routes are Avanti West Coast between London Euston and Liverpool Lime Street, Preston, Glasgow Central and Edinburgh as well as the London Northwestern Railway between Birmingham New Street and Liverpool Lime Street. National Rail said trains running between Crewe and Runcorn and Warrington Bank Quay may be cancelled, delayed by up to 60 minutes, revised or diverted. Avanti West Coast said tickets will be accepted at no extra cost on the following routes: For affected journeys between Crewe and Liverpool Lime Street, Glasgow Central, or Edinburgh, tickets dated today can be used to travel on Sunday. For passengers on cancelled trains, the ticket is valid on one of the two Avanti West Coast services immediately before the train booked, or one of the two immediately after. If passengers no longer wish to travel because their train has been delayed or cancelled, they can ask for a refund from where they bought tickets, Avanti West Coast said. London Northwestern Railway said customers can use tickets at no extra cost, on Northern and Merseyrail services between Liverpool South Parkway and Liverpool Lime Street. A bus shuttle service is operating between Crewe and Liverpool South Parkway in both directions, National Rail said. Read more stories from Cheshire on the BBC, watch BBC North West Tonight on BBC iPlayer and follow BBC North West on X . You can also send story ideas via Whatsapp to 0808 100 2230."
d6bcd928-e385-47d3-841f-873b440abdeb,https://www.bbc.com/news/articles/cql1qdq14xro,2026-07-13,Former Emir of Qatar Sheikh Hamad bin Khalifa Al Thani dies aged 74,"Sheikh Hamad bin Khalifa Al Thani, the former leader of Qatar, has died aged 74, the country's government announced on Sunday. ""The Bureau of the Emir mourns the great loss to the nation of the late, may God have mercy on him,"" a statement read. Sheikh Hamad was one of the key masterminds behind modern Qatar and had taken power from his father in June 1995 in a bloodless coup. He is credited with transforming its economy into the wealthy global powerhouse it is today, thanks to its huge gas reserves. But his reign also had controversies - including Qatar's World Cup bid in 2010. Funeral prayers will be held on Sunday evening before several days of public mourning across the country to mark his death. Flags will be flown at half mast, while government offices and public institutions will be shut as a mark of respect. King Charles and Queen Camilla paid tribute, saying Sheikh Hamad had ""dedicated many years of distinguished service to Qatar"". ""His leadership, vision and commitment to the welfare of the Qatari people were widely admired, both within Qatar and around the world,"" they added. India declared a day of national mourning and said that all entertainment events would cancelled during the period. Prime Minister Shri Narendra Modi said: ""A visionary leader who led Qatar to great levels of development and prosperity. ""We remember him also as a true friend whom I had the honour of meeting during my last visit to Qatar in February 2024."" When Sheikh Hamad took power 31 years ago Qatar was struggling for money with its oil reserves dwindling. His coup - carried out while his father Sheikh Khalifa was abroad - changed the country forever. It became a leading producer and exporter of liquefied natural gas, thanks to international partnerships and investments that had been brokered. In 1996 Al Jazeera was launched there before becoming a big name in international broadcasting. And Sheikh Hamad founded the Qatar Investment Authority which put money into businesses abroad, including Harrods and football team Paris Saint-Germain. It would be football where he secured one of Qatar's biggest - and controversial - triumphs. The country was awarded the right to host the 2022 World Cup in 2010, despite allegations of corruption it was later cleared of. It hired 30,000 foreign labourers just to build the stadiums. In 2021 it was reported some 6,500 migrant workers from India, Pakistan, Nepal, Bangladesh and Sri Lanka had died since it won the World Cup bid. The Qatar government said not all the deaths recorded were of people working on World Cup-related projects and many had lived there a long time. There was also criticism over Qatar's human rights record and laws against same-sex relationships. Sheikh Hamad voluntarily abdicated for his son in 2013. Qatar was a British protectorate until 1971, with the Al Thani family as monarchs since 1851."
8357f9ae-f4af-4175-9efb-3c2d67a69afd,https://www.bbc.com/news/articles/cly0kzzzy0eo,2026-07-13,Three arrested and charged over death of man in Aberdeen,"Three people have been arrested and charged over the death of a man in Aberdeen in November last year. David Prystajko, 44, was found dead at a property on Marquis Road on Saturday 22 November 2025. Two men, aged 27 and 32, and a 43-year-old woman are expected to appear before Aberdeen Sheriff Court on Monday. David's family said he was a ""deeply loved father, son and brother"". In a statement his family said: ""He was a caring and loving person, and the grief experienced due to this unexpected loss has been unimaginable. ""There has not been a single day that David has been out of our thoughts, and he will remain in our hearts forever. ""We would like to take this opportunity to thank Police Scotland for their dedication in the inquiry and for the support they have provided our family throughout this incredibly traumatic time."" Police Scotland Det Insp Andy Machray said: ""Our thoughts remain with David's family during this difficult time. ""Incidents of this nature can understandably cause concern for the local community, and we'd like to thank the public for their support during this investigation."""
3fabe99a-844c-4b96-a388-ca21c49a9fd7,https://www.bbc.com/news/articles/cwy057d2plro,2026-07-13,Islamic event ended early after 'possible threat',"A large Islamic gathering in Suffolk was closed early after information was received about a possible threat towards the event, police have said. The UK Ijtima, billed as opportunity for reflection and spiritual renewal, was held at Shrubland Hall, Barham, near Ipswich, over the weekend. Suffolk Police said it had worked with organisers to close the event slightly earlier than planned on Sunday ""after receiving information about a possible threat made towards the event"". Organisers said in a statement: ""This decision was taken solely in the interests of public safety after police shared intelligence indicating a credible risk of disorder from individuals intending to travel to the area."" They added: ""As responsible organisers, we immediately accepted the advice of Suffolk Police and worked closely with officers to facilitate the safe and orderly departure of all attendees. ""The welfare of our guests, neighbouring residents and the wider community has always been our highest priority."" A Suffolk Police spokesperson said: ""We understand this may cause concern to those who attended the event, however we'd like to reassure everyone that the decision to end the event early was taken with event organisers as a precaution and there is no wider threat to the public. ""A full investigation into the nature of the threat is now under way."" Ruman Muhith, a Labour member of Ipswich Borough Council, said he attended on Friday and Saturday and was one of nearly 10,000 people there. ""The thousands of people who attended conducted themselves with dignity and respect, and it was encouraging to see such a positive environment throughout the weekend,"" he said. He said local businesses, including shops and taxi operators, had benefited from an increase in trade, and thanked residents of Barham, Claydon and neighbouring villages for their ""patience and understanding"". He also thanked the emergency services, local councils and others for their ""constructive and collaborative approach"". He added: ""I hope this weekend has demonstrated that, when communities, organisers and public authorities work together, such events can be delivered safely, responsibly and with respect for local residents."" Do you have a story suggestion for Suffolk? Contact us below. Follow Suffolk news on BBC Sounds , Facebook , Instagram and X ."
